cost_id,date,category,subcategory,amount,currency,vendor,department,budget_allocated,approval_status,payment_status,invoice_number
COST00733,2024-10-19,Rent/Lease,Sub-Rent/Lease-2,1046.15,USD,Precision Healthcare,Reproductive Endocrinology,1382.72,Approved,Paid,INV6963-5241
COST00734,2024-04-17,Utilities,Sub-Utilities-5,4873.17,USD,MedTech Solutions,Nursing,3976.21,Approved,Overdue,INV3818-9380
COST00735,2024-02-13,Pharmaceuticals,Sub-Pharmaceuticals-4,7398.28,USD,Clinical Solutions Ltd,Ultrasound,6327.09,Approved,Paid,INV5298-2728
COST00736,2025-10-05,Medical Supplies,Sub-MedicalSupplies-1,49709.98,USD,Healthcare Innovations,Surgery,73483.29,Approved,Paid,INV5967-5400
COST00737,2024-02-24,Equipment Maintenance,Sub-EquipmentMaintenance-5,17962.43,USD,Medical Devices Inc,Ultrasound,15258.83,Approved,Due,
COST00738,2024-08-04,IT Support,Sub-ITSupport-2,7854.67,USD,Medical Devices Inc,Surgery,8788.42,Approved,Due,INV8696-5297
COST00739,2024-05-07,Medical Supplies,Sub-MedicalSupplies-5,12239.6,USD,Healthcare Innovations,Embryology Lab,18284.8,Approved,Paid,INV6946-2680
COST00740,2024-05-26,Pharmaceuticals,Sub-Pharmaceuticals-2,18696.85,USD,MedTech Solutions,Ultrasound,18388.53,Pending,Paid,INV1969-3456
COST00741,2024-11-11,Utilities,Sub-Utilities-2,669.92,USD,Clinical Solutions Ltd,Surgery,824.62,Approved,Due,INV6737-7392
COST00742,2024-03-22,Utilities,Sub-Utilities-5,2798.73,USD,Precision Healthcare,Counseling,2317.05,Approved,Due,INV8292-1827
COST00743,2024-11-04,IT Support,Sub-ITSupport-1,11328.78,USD,Medical Devices Inc,Nursing,15218.63,Approved,Paid,INV4175-5833
COST00744,2024-04-30,Utilities,Sub-Utilities-4,7002.88,USD,Health Systems Pro,Andrology,8753.28,Approved,Due,INV2060-8543
COST00745,2025-02-14,Medical Supplies,Sub-MedicalSupplies-2,32658.8,USD,BioMed Corp,Surgery,26856.05,Approved,Due,INV7928-2669
COST00746,2025-06-14,IT Support,Sub-ITSupport-3,17929.56,USD,Precision Healthcare,Embryology Lab,14684.4,Pending,Paid,INV5326-8462
COST00747,2024-10-20,Staff Salaries,Sub-StaffSalaries-3,130955.23,USD,BioMed Corp,Nursing,152621.97,Approved,Paid,INV4458-1885
COST00748,2024-01-17,Staff Salaries,Sub-StaffSalaries-4,199848.08,USD,Medical Devices Inc,Surgery,271854.84,Approved,Paid,INV6373-4131
COST00749,2025-04-25,Utilities,Sub-Utilities-5,5488.9,USD,Medical Devices Inc,Nursing,6495.35,Approved,Overdue,INV2863-3187
COST00750,2025-10-31,Marketing,Sub-Marketing-2,125937.72158708147,USD,BioMed Corp,Andrology,134775.96,Pending,Due,INV7587-9110
COST00751,2024-08-20,Training,Sub-Training-1,6784.69,USD,Health Systems Pro,Embryology Lab,9975.79,Pending,Paid,INV3451-2891
COST00752,2024-06-23,Equipment Maintenance,Sub-EquipmentMaintenance-1,21845.31,USD,Precision Healthcare,Nursing,28723.41,Approved,Due,INV2098-8256
COST00753,2024-11-02,Insurance,Sub-Insurance-1,1283.69,USD,,Surgery,1506.28,Approved,Overdue,INV4138-8095
COST00754,2024-02-02,Insurance,Sub-Insurance-5,13749.57,USD,Health Systems Pro,Ultrasound,20291.07,Approved,Paid,INV9286-4260
COST00755,2025-07-27,Training,Sub-Training-3,17540.73,USD,Medical Devices Inc,Andrology,16590.6,Approved,Overdue,INV8867-4865
COST00756,2024-12-25,Pharmaceuticals,Sub-Pharmaceuticals-5,2814.11,USD,Healthcare Innovations,Embryology Lab,3371.81,Approved,Due,INV2969-5055
COST00757,2024-09-16,Rent/Lease,Sub-Rent/Lease-2,16180.79,USD,MedTech Solutions,Embryology Lab,22411.11,Approved,Paid,
COST00758,2025-06-13,Marketing,Sub-Marketing-5,864.57,USD,Health Systems Pro,Ultrasound,729.31,Approved,Paid,INV9219-9745
COST00759,2024-10-04,Insurance,Sub-Insurance-3,6850.5,USD,Advanced Medical Systems,Ultrasound,7883.7,Approved,Paid,INV8906-2763
COST00760,2025-09-03,Training,Sub-Training-2,6893.62,USD,Health Systems Pro,Counseling,8178.0,Approved,Paid,INV3473-1118
COST00761,2025-02-11,Staff Salaries,Sub-StaffSalaries-3,172241.32,USD,Medical Devices Inc,Embryology Lab,184993.4,Approved,Paid,INV5839-6550
COST00762,2024-11-17,Marketing,Sub-Marketing-3,8977.01,USD,Healthcare Innovations,Reproductive Endocrinology,7188.92,Rejected,Paid,INV9205-9407
COST00763,2024-10-16,Staff Salaries,Sub-StaffSalaries-3,63828.72,USD,BioMed Corp,Embryology Lab,89480.52,Approved,Paid,INV7614-8581
COST00764,2025-02-09,Training,Sub-Training-5,17344.47,USD,MedTech Solutions,Andrology,22781.64,Approved,Paid,INV3593-3715
COST00765,2024-03-06,Medical Supplies,Sub-MedicalSupplies-2,5609.79,USD,Medical Devices Inc,Ultrasound,5350.34,Approved,Paid,INV1285-8212
COST00766,2025-04-18,IT Support,Sub-ITSupport-5,96143.41111646318,USD,BioMed Corp,Surgery,91270.03,Approved,Paid,INV4868-3320
COST00767,2024-10-08,Pharmaceuticals,Sub-Pharmaceuticals-4,2157.52,USD,Healthcare Innovations,Counseling,3007.73,Approved,Paid,INV6070-2048
COST00768,2024-07-21,Rent/Lease,Sub-Rent/Lease-1,3187.11,USD,MedTech Solutions,Embryology Lab,4198.23,Approved,Paid,INV4383-9670
COST00769,2024-04-22,Training,Sub-Training-3,15843.04,USD,Advanced Medical Systems,Reproductive Endocrinology,14328.9,Pending,Paid,INV2327-3402
COST00770,2024-11-03,IT Support,Sub-ITSupport-3,4205.28,USD,Clinical Solutions Ltd,Surgery,5115.95,Approved,Paid,INV1271-8042
COST00771,2024-09-30,Utilities,Sub-Utilities-4,15165.49,USD,MedTech Solutions,Nursing,14331.99,Pending,Paid,
COST00772,2024-05-06,Equipment Maintenance,Sub-EquipmentMaintenance-3,39589.07,USD,,Andrology,57013.65,Approved,Paid,INV9514-5560
COST00773,2024-03-14,Utilities,Sub-Utilities-1,9565.26,USD,Clinical Solutions Ltd,Reproductive Endocrinology,8505.82,Rejected,Due,INV8869-9747
COST00774,2024-01-20,Insurance,Sub-Insurance-3,5625.39,USD,Medical Devices Inc,Counseling,7148.41,Pending,Paid,INV8247-1791
COST00775,2025-03-11,Equipment Maintenance,Sub-EquipmentMaintenance-2,11719.92,USD,MedTech Solutions,Surgery,15969.17,Approved,Paid,INV8765-5922
COST00776,2024-06-21,Equipment Maintenance,Sub-EquipmentMaintenance-2,8860.04,USD,BioMed Corp,Andrology,12881.75,Approved,Due,INV3719-3339
COST00777,2024-04-03,Medical Supplies,Sub-MedicalSupplies-2,2730.53,USD,MedTech Solutions,Nursing,3233.93,Approved,Paid,INV2664-4850
COST00778,2025-03-01,Medical Supplies,Sub-MedicalSupplies-2,14112.46,USD,Advanced Medical Systems,Counseling,18759.08,Approved,Paid,INV9606-4058
COST00779,2024-07-11,Training,Sub-Training-5,1595.08,USD,Precision Healthcare,Nursing,1983.24,Approved,Due,INV3224-3996
COST00780,2025-09-29,Training,Sub-Training-1,11636.28,USD,BioMed Corp,Nursing,12108.26,Approved,Paid,INV3748-8215
COST00781,2024-05-04,Training,Sub-Training-3,7173.14,USD,Clinical Solutions Ltd,Embryology Lab,9192.08,Approved,Paid,INV4250-5298
COST00782,2024-02-19,Training,Sub-Training-3,12236.97,USD,Precision Healthcare,Counseling,12268.97,Approved,Paid,INV8092-6592
COST00783,2025-05-05,IT Support,Sub-ITSupport-5,14142.37,USD,Health Systems Pro,Embryology Lab,20285.69,Approved,Due,
COST00784,2024-05-03,IT Support,Sub-ITSupport-1,14594.56,USD,BioMed Corp,Nursing,21762.23,Approved,Paid,INV2049-9853
COST00785,2025-10-14,Utilities,Sub-Utilities-2,8769.37,USD,Healthcare Innovations,Counseling,9594.62,Rejected,Due,INV4670-1492
COST00786,2024-06-10,Staff Salaries,Sub-StaffSalaries-5,191835.87,USD,BioMed Corp,Nursing,222959.78,Pending,Paid,INV8560-6152
COST00787,2025-06-06,Medical Supplies,Sub-MedicalSupplies-2,18391.18,USD,Precision Healthcare,Nursing,15662.73,Pending,Due,INV7233-3072
COST00788,2025-03-19,Equipment Maintenance,Sub-EquipmentMaintenance-2,12288.65,USD,Health Systems Pro,Counseling,10785.61,Pending,Paid,INV4764-5680
COST00789,2025-07-29,Equipment Maintenance,Sub-EquipmentMaintenance-1,10480.2,USD,MedTech Solutions,Counseling,12010.45,Approved,Overdue,INV4572-5774
COST00790,2024-11-22,Medical Supplies,Sub-MedicalSupplies-3,11782.26,USD,Precision Healthcare,Counseling,11269.73,Approved,Paid,INV3348-8778
COST00791,2024-03-04,Insurance,Sub-Insurance-3,2491.95,USD,,Nursing,2408.71,Pending,Paid,INV4889-9778
COST00792,2025-07-05,Utilities,Sub-Utilities-3,11371.13,USD,Clinical Solutions Ltd,Andrology,11896.12,Approved,Paid,INV1294-6078
COST00793,2024-10-13,Equipment Maintenance,Sub-EquipmentMaintenance-5,38829.44,USD,MedTech Solutions,Counseling,32482.49,Pending,Paid,INV7554-8670
COST00794,2025-09-10,IT Support,Sub-ITSupport-2,19816.69,USD,Precision Healthcare,Ultrasound,17635.32,Approved,Paid,
COST00795,2025-02-11,Utilities,Sub-Utilities-5,640.64,USD,Precision Healthcare,Surgery,645.36,Approved,Paid,
COST00796,2025-09-25,Marketing,Sub-Marketing-3,19328.22,USD,MedTech Solutions,Embryology Lab,28965.6,Pending,Due,INV5378-9004
COST00797,2025-03-06,IT Support,Sub-ITSupport-5,15513.86,USD,BioMed Corp,Counseling,17026.22,Approved,Paid,INV9503-4182
COST00798,2024-10-03,Equipment Maintenance,Sub-EquipmentMaintenance-4,233249.7942528967,USD,Healthcare Innovations,Embryology Lab,258493.72,Approved,Paid,INV4244-6895
COST00799,2024-11-24,Pharmaceuticals,Sub-Pharmaceuticals-2,18991.7,USD,Advanced Medical Systems,Embryology Lab,20622.4,Approved,Due,INV8045-9025
COST00800,2025-09-17,Training,Sub-Training-2,6823.94,USD,Clinical Solutions Ltd,Counseling,9652.63,Pending,Paid,INV6622-7035
