kpi_id,month_year,department,kpi_name,kpi_value,target_value,unit,trend,benchmark_comparison
KPI00277,2024-04,Andrology,Average Wait Time,,0.799,count,Stable,Below Industry Average
KPI00278,2024-04,Andrology,Patient Satisfaction Score,1.701,0.743,USD,Volatile,Above Industry Average
KPI00279,2024-04,Andrology,Equipment Utilization Rate,0.984,0.931,count,Declining,Above Industry Average
KPI00280,2024-04,Andrology,Room Utilization Rate,0.718,0.803,rate,Declining,At Industry Average
KPI00281,2024-04,Andrology,Staff Productivity Score,1.03,0.751,minutes,Stable,Above Industry Average
KPI00282,2024-04,Andrology,Appointment No-Show Rate,0.835,0.899,minutes,Declining,At Industry Average
KPI00283,2024-04,Andrology,Cost Per Patient,0.732,0.748,minutes,Stable,Below Industry Average
KPI00284,2024-04,Andrology,Revenue Per Patient,1.014,0.926,%,Declining,At Industry Average
KPI00285,2024-04,Andrology,Treatment Success Rate,0.881,0.943,%,Improving,Below Industry Average
KPI00286,2024-04,Andrology,Patient Throughput,0.929,0.736,score,Declining,Below Industry Average
KPI00287,2024-04,Andrology,Overtime Hours,0.74,0.942,count,Volatile,Below Industry Average
KPI00288,2024-04,Andrology,Staff Turnover Rate,0.56,0.818,%,Declining,Above Industry Average
KPI00289,2024-04,Nursing,Average Wait Time,1.023,0.773,minutes,Improving,At Industry Average
KPI00290,2024-04,Nursing,Patient Satisfaction Score,0.994,0.773,count,Declining,At Industry Average
KPI00291,2024-04,Nursing,Equipment Utilization Rate,,0.948,score,Improving,Below Industry Average
KPI00292,2024-04,Nursing,Room Utilization Rate,0.795,0.79,minutes,Declining,Above Industry Average
KPI00293,2024-04,Nursing,Staff Productivity Score,0.648,0.83,count,Stable,Above Industry Average
KPI00294,2024-04,Nursing,Appointment No-Show Rate,0.69,0.81,USD,Volatile,At Industry Average
KPI00295,2024-04,Nursing,Cost Per Patient,,0.914,rate,Declining,Below Industry Average
KPI00296,2024-04,Nursing,Revenue Per Patient,0.898,0.836,score,Declining,Below Industry Average
KPI00297,2024-04,Nursing,Treatment Success Rate,0.83,0.883,rate,Improving,Below Industry Average
KPI00298,2024-04,Nursing,Patient Throughput,1.031,0.746,count,Volatile,Below Industry Average
KPI00299,2024-04,Nursing,Overtime Hours,1.027,0.701,minutes,Volatile,Below Industry Average
KPI00300,2024-04,Nursing,Staff Turnover Rate,0.739,0.801,score,Stable,Below Industry Average
KPI00301,2024-04,Ultrasound,Average Wait Time,0.791,0.781,minutes,Declining,Above Industry Average
KPI00302,2024-04,Ultrasound,Patient Satisfaction Score,0.618,0.839,rate,Volatile,Below Industry Average
KPI00303,2024-04,Ultrasound,Equipment Utilization Rate,0.804,0.703,count,Declining,Above Industry Average
KPI00304,2024-04,Ultrasound,Room Utilization Rate,0.961,0.947,%,Volatile,At Industry Average
KPI00305,2024-04,Ultrasound,Staff Productivity Score,0.747,0.833,count,Volatile,Below Industry Average
KPI00306,2024-04,Ultrasound,Appointment No-Show Rate,0.614,0.811,minutes,Improving,Below Industry Average
KPI00307,2024-04,Ultrasound,Cost Per Patient,0.988,0.842,score,Improving,Above Industry Average
KPI00308,2024-04,Ultrasound,Revenue Per Patient,0.545,0.817,count,Stable,Below Industry Average
KPI00309,2024-04,Ultrasound,Treatment Success Rate,,0.738,minutes,Volatile,Above Industry Average
KPI00310,2024-04,Ultrasound,Patient Throughput,0.927,0.786,USD,Declining,At Industry Average
KPI00311,2024-04,Ultrasound,Overtime Hours,0.875,0.784,USD,Declining,Below Industry Average
KPI00312,2024-04,Ultrasound,Staff Turnover Rate,0.679,0.735,USD,Stable,Below Industry Average
KPI00313,2024-04,Surgery,Average Wait Time,0.87,0.708,minutes,Volatile,At Industry Average
KPI00314,2024-04,Surgery,Patient Satisfaction Score,0.901,0.803,count,Improving,At Industry Average
KPI00315,2024-04,Surgery,Equipment Utilization Rate,0.763,0.904,%,Stable,Below Industry Average
KPI00316,2024-04,Surgery,Room Utilization Rate,0.64,0.823,rate,Volatile,Above Industry Average
KPI00317,2024-04,Surgery,Staff Productivity Score,0.629,0.735,minutes,Improving,Above Industry Average
KPI00318,2024-04,Surgery,Appointment No-Show Rate,0.855,0.706,count,Declining,Below Industry Average
KPI00319,2024-04,Surgery,Cost Per Patient,0.776,0.807,rate,Improving,Above Industry Average
KPI00320,2024-04,Surgery,Revenue Per Patient,1.282,0.94,count,Improving,At Industry Average
KPI00321,2024-04,Surgery,Treatment Success Rate,0.556,0.846,%,Stable,At Industry Average
KPI00322,2024-04,Surgery,Patient Throughput,0.772,0.912,score,Volatile,Below Industry Average
KPI00323,2024-04,Surgery,Overtime Hours,0.976,0.933,%,Improving,Above Industry Average
KPI00324,2024-04,Surgery,Staff Turnover Rate,0.697,0.917,USD,Stable,At Industry Average
KPI00325,2024-04,Counseling,Average Wait Time,1.032,0.724,minutes,Improving,Above Industry Average
KPI00326,2024-04,Counseling,Patient Satisfaction Score,0.756,0.94,minutes,Volatile,Above Industry Average
KPI00327,2024-04,Counseling,Equipment Utilization Rate,0.715,0.767,rate,Stable,At Industry Average
KPI00328,2024-04,Counseling,Room Utilization Rate,0.952,0.785,rate,Stable,At Industry Average
KPI00329,2024-04,Counseling,Staff Productivity Score,0.824,0.89,score,Stable,At Industry Average
KPI00330,2024-04,Counseling,Appointment No-Show Rate,0.733,0.88,%,Improving,Below Industry Average
KPI00331,2024-04,Counseling,Cost Per Patient,,0.944,USD,Improving,At Industry Average
KPI00332,2024-04,Counseling,Revenue Per Patient,0.737,0.775,rate,Volatile,At Industry Average
KPI00333,2024-04,Counseling,Treatment Success Rate,0.724,0.783,USD,Volatile,At Industry Average
KPI00334,2024-04,Counseling,Patient Throughput,,0.895,USD,Improving,At Industry Average
KPI00335,2024-04,Counseling,Overtime Hours,0.776,0.861,score,Volatile,Below Industry Average
KPI00336,2024-04,Counseling,Staff Turnover Rate,0.573,0.8,score,Declining,Above Industry Average
KPI00337,2024-05,Reproductive Endocrinology,Average Wait Time,0.488,0.761,rate,Volatile,Above Industry Average
KPI00338,2024-05,Reproductive Endocrinology,Patient Satisfaction Score,0.702,0.911,count,Improving,Below Industry Average
KPI00339,2024-05,Reproductive Endocrinology,Equipment Utilization Rate,0.669,0.787,minutes,Volatile,At Industry Average
KPI00340,2024-05,Reproductive Endocrinology,Room Utilization Rate,0.921,0.847,count,Declining,Below Industry Average
KPI00341,2024-05,Reproductive Endocrinology,Staff Productivity Score,0.634,0.763,count,Stable,At Industry Average
KPI00342,2024-05,Reproductive Endocrinology,Appointment No-Show Rate,0.85,0.833,score,Improving,Below Industry Average
KPI00343,2024-05,Reproductive Endocrinology,Cost Per Patient,0.941,0.945,score,Stable,Above Industry Average
KPI00344,2024-05,Reproductive Endocrinology,Revenue Per Patient,0.651,0.825,count,Stable,Above Industry Average
KPI00345,2024-05,Reproductive Endocrinology,Treatment Success Rate,,0.82,USD,Volatile,At Industry Average
KPI00346,2024-05,Reproductive Endocrinology,Patient Throughput,0.95,0.828,rate,Volatile,At Industry Average
KPI00347,2024-05,Reproductive Endocrinology,Overtime Hours,0.575,0.938,count,Stable,Above Industry Average
KPI00348,2024-05,Reproductive Endocrinology,Staff Turnover Rate,0.531,0.893,minutes,Volatile,At Industry Average
KPI00349,2024-05,Embryology Lab,Average Wait Time,0.919,0.82,rate,Volatile,Above Industry Average
KPI00350,2024-05,Embryology Lab,Patient Satisfaction Score,0.63,0.843,count,Improving,At Industry Average
KPI00351,2024-05,Embryology Lab,Equipment Utilization Rate,0.684,0.839,USD,Improving,Below Industry Average
KPI00352,2024-05,Embryology Lab,Room Utilization Rate,0.692,0.918,rate,Volatile,Below Industry Average
KPI00353,2024-05,Embryology Lab,Staff Productivity Score,0.81,0.726,USD,Stable,Above Industry Average
KPI00354,2024-05,Embryology Lab,Appointment No-Show Rate,0.537,0.935,%,Stable,At Industry Average
KPI00355,2024-05,Embryology Lab,Cost Per Patient,0.931,0.777,rate,Volatile,Below Industry Average
KPI00356,2024-05,Embryology Lab,Revenue Per Patient,0.873,0.872,rate,Stable,Above Industry Average
KPI00357,2024-05,Embryology Lab,Treatment Success Rate,0.603,0.885,rate,Improving,At Industry Average
KPI00358,2024-05,Embryology Lab,Patient Throughput,0.732,0.755,USD,Declining,Above Industry Average
KPI00359,2024-05,Embryology Lab,Overtime Hours,0.864,0.707,%,Declining,At Industry Average
KPI00360,2024-05,Embryology Lab,Staff Turnover Rate,0.581,0.835,USD,Volatile,At Industry Average
KPI00361,2024-05,Andrology,Average Wait Time,0.768,0.829,minutes,Volatile,At Industry Average
KPI00362,2024-05,Andrology,Patient Satisfaction Score,0.834,0.911,score,Improving,At Industry Average
KPI00363,2024-05,Andrology,Equipment Utilization Rate,0.864,0.918,USD,Declining,At Industry Average
KPI00364,2024-05,Andrology,Room Utilization Rate,0.699,0.771,minutes,Stable,At Industry Average
KPI00365,2024-05,Andrology,Staff Productivity Score,0.558,0.729,count,Improving,Below Industry Average
KPI00366,2024-05,Andrology,Appointment No-Show Rate,0.896,0.843,%,Declining,Above Industry Average
KPI00367,2024-05,Andrology,Cost Per Patient,0.552,0.726,USD,Improving,At Industry Average
KPI00368,2024-05,Andrology,Revenue Per Patient,0.725,0.839,minutes,Volatile,Below Industry Average
KPI00369,2024-05,Andrology,Treatment Success Rate,0.54,0.806,USD,Stable,Above Industry Average
KPI00370,2024-05,Andrology,Patient Throughput,0.944,0.756,rate,Stable,Above Industry Average
KPI00371,2024-05,Andrology,Overtime Hours,0.717,0.798,rate,Volatile,Above Industry Average
KPI00372,2024-05,Andrology,Staff Turnover Rate,0.807,0.76,count,Declining,Above Industry Average
KPI00373,2024-05,Nursing,Average Wait Time,0.77,0.758,%,Volatile,Below Industry Average
KPI00374,2024-05,Nursing,Patient Satisfaction Score,0.942,0.827,count,Volatile,Above Industry Average
KPI00375,2024-05,Nursing,Equipment Utilization Rate,0.675,0.813,count,Stable,At Industry Average
KPI00376,2024-05,Nursing,Room Utilization Rate,0.65,0.901,rate,Improving,At Industry Average
KPI00377,2024-05,Nursing,Staff Productivity Score,0.895,0.777,score,Declining,At Industry Average
KPI00378,2024-05,Nursing,Appointment No-Show Rate,0.845,0.908,USD,Declining,Below Industry Average
KPI00379,2024-05,Nursing,Cost Per Patient,0.637,0.824,score,Volatile,At Industry Average
KPI00380,2024-05,Nursing,Revenue Per Patient,0.788,0.766,score,Declining,Below Industry Average
KPI00381,2024-05,Nursing,Treatment Success Rate,0.624,0.783,score,Stable,At Industry Average
KPI00382,2024-05,Nursing,Patient Throughput,0.869,0.843,score,Declining,Above Industry Average
KPI00383,2024-05,Nursing,Overtime Hours,0.93,0.814,score,Declining,At Industry Average
KPI00384,2024-05,Nursing,Staff Turnover Rate,0.653,0.949,USD,Declining,Below Industry Average
KPI00385,2024-05,Ultrasound,Average Wait Time,0.769,0.766,USD,Declining,Above Industry Average
KPI00386,2024-05,Ultrasound,Patient Satisfaction Score,0.659,0.794,rate,Improving,Below Industry Average
KPI00387,2024-05,Ultrasound,Equipment Utilization Rate,0.823,0.892,%,Declining,Above Industry Average
KPI00388,2024-05,Ultrasound,Room Utilization Rate,0.77,0.762,score,Improving,At Industry Average
KPI00389,2024-05,Ultrasound,Staff Productivity Score,0.604,0.789,minutes,Volatile,Below Industry Average
KPI00390,2024-05,Ultrasound,Appointment No-Show Rate,0.616,0.714,minutes,Declining,Below Industry Average
KPI00391,2024-05,Ultrasound,Cost Per Patient,0.617,0.791,minutes,Declining,At Industry Average
KPI00392,2024-05,Ultrasound,Revenue Per Patient,0.78,0.904,USD,Stable,At Industry Average
KPI00393,2024-05,Ultrasound,Treatment Success Rate,0.96,0.885,minutes,Stable,At Industry Average
KPI00394,2024-05,Ultrasound,Patient Throughput,0.983,0.745,rate,Improving,Above Industry Average
KPI00395,2024-05,Ultrasound,Overtime Hours,0.905,0.701,minutes,Declining,Below Industry Average
KPI00396,2024-05,Ultrasound,Staff Turnover Rate,0.883,0.852,rate,Declining,Below Industry Average
KPI00397,2024-05,Surgery,Average Wait Time,0.945,0.707,%,Volatile,Below Industry Average
KPI00398,2024-05,Surgery,Patient Satisfaction Score,0.944,0.883,USD,Volatile,Below Industry Average
KPI00399,2024-05,Surgery,Equipment Utilization Rate,0.789,0.898,count,Declining,At Industry Average
KPI00400,2024-05,Surgery,Room Utilization Rate,0.705,0.908,minutes,Declining,Above Industry Average
KPI00401,2024-05,Surgery,Staff Productivity Score,0.824,0.913,score,Stable,Below Industry Average
KPI00402,2024-05,Surgery,Appointment No-Show Rate,0.525,0.943,count,Declining,Above Industry Average
KPI00403,2024-05,Surgery,Cost Per Patient,0.952,0.881,count,Declining,Above Industry Average
KPI00404,2024-05,Surgery,Revenue Per Patient,0.695,0.796,USD,Declining,Above Industry Average
KPI00405,2024-05,Surgery,Treatment Success Rate,,0.92,rate,Volatile,Above Industry Average
KPI00406,2024-05,Surgery,Patient Throughput,0.993,0.812,rate,Volatile,Below Industry Average
KPI00407,2024-05,Surgery,Overtime Hours,0.832,0.752,USD,Declining,Below Industry Average
KPI00408,2024-05,Surgery,Staff Turnover Rate,0.657,0.714,%,Stable,Below Industry Average
KPI00409,2024-05,Counseling,Average Wait Time,0.462,0.783,%,Volatile,Above Industry Average
KPI00410,2024-05,Counseling,Patient Satisfaction Score,0.925,0.818,minutes,Stable,Above Industry Average
KPI00411,2024-05,Counseling,Equipment Utilization Rate,0.827,0.712,minutes,Volatile,At Industry Average
KPI00412,2024-05,Counseling,Room Utilization Rate,0.799,0.842,%,Volatile,At Industry Average
KPI00413,2024-05,Counseling,Staff Productivity Score,0.881,0.831,%,Improving,Below Industry Average
KPI00414,2024-05,Counseling,Appointment No-Show Rate,0.878,0.874,minutes,Stable,Below Industry Average
KPI00415,2024-05,Counseling,Cost Per Patient,0.877,0.78,rate,Declining,At Industry Average
KPI00416,2024-05,Counseling,Revenue Per Patient,0.67,0.793,minutes,Declining,At Industry Average
KPI00417,2024-05,Counseling,Treatment Success Rate,0.562,0.809,USD,Volatile,Below Industry Average
KPI00418,2024-05,Counseling,Patient Throughput,0.725,0.731,%,Improving,At Industry Average
KPI00419,2024-05,Counseling,Overtime Hours,0.659,0.777,USD,Volatile,Below Industry Average
KPI00420,2024-05,Counseling,Staff Turnover Rate,0.645,0.799,count,Declining,At Industry Average
KPI00421,2024-06,Reproductive Endocrinology,Average Wait Time,0.925,0.713,score,Stable,At Industry Average
KPI00422,2024-06,Reproductive Endocrinology,Patient Satisfaction Score,,0.753,count,Improving,Above Industry Average
KPI00423,2024-06,Reproductive Endocrinology,Equipment Utilization Rate,0.65,0.891,USD,Declining,Above Industry Average
KPI00424,2024-06,Reproductive Endocrinology,Room Utilization Rate,1.099,0.922,rate,Volatile,At Industry Average
KPI00425,2024-06,Reproductive Endocrinology,Staff Productivity Score,0.635,0.948,score,Volatile,Below Industry Average
KPI00426,2024-06,Reproductive Endocrinology,Appointment No-Show Rate,0.565,0.783,count,Improving,Below Industry Average
KPI00427,2024-06,Reproductive Endocrinology,Cost Per Patient,,0.738,minutes,Declining,At Industry Average
KPI00428,2024-06,Reproductive Endocrinology,Revenue Per Patient,0.75,0.731,minutes,Improving,Below Industry Average
KPI00429,2024-06,Reproductive Endocrinology,Treatment Success Rate,0.658,0.727,USD,Improving,Above Industry Average
KPI00430,2024-06,Reproductive Endocrinology,Patient Throughput,0.665,0.748,%,Stable,Above Industry Average
KPI00431,2024-06,Reproductive Endocrinology,Overtime Hours,0.944,0.869,minutes,Stable,At Industry Average
KPI00432,2024-06,Reproductive Endocrinology,Staff Turnover Rate,0.878,0.909,score,Volatile,At Industry Average
KPI00433,2024-06,Embryology Lab,Average Wait Time,0.93,0.759,USD,Volatile,Below Industry Average
KPI00434,2024-06,Embryology Lab,Patient Satisfaction Score,,0.799,minutes,Improving,Below Industry Average
KPI00435,2024-06,Embryology Lab,Equipment Utilization Rate,0.878,0.817,%,Stable,Above Industry Average
KPI00436,2024-06,Embryology Lab,Room Utilization Rate,,0.878,minutes,Declining,Above Industry Average
KPI00437,2024-06,Embryology Lab,Staff Productivity Score,0.672,0.711,rate,Stable,Below Industry Average
KPI00438,2024-06,Embryology Lab,Appointment No-Show Rate,0.875,0.847,score,Stable,At Industry Average
KPI00439,2024-06,Embryology Lab,Cost Per Patient,0.648,0.899,score,Stable,Below Industry Average
KPI00440,2024-06,Embryology Lab,Revenue Per Patient,0.564,0.85,score,Declining,Below Industry Average
KPI00441,2024-06,Embryology Lab,Treatment Success Rate,0.603,0.736,score,Improving,Above Industry Average
KPI00442,2024-06,Embryology Lab,Patient Throughput,0.819,0.751,rate,Volatile,Below Industry Average
KPI00443,2024-06,Embryology Lab,Overtime Hours,1.4,0.748,minutes,Stable,Below Industry Average
KPI00444,2024-06,Embryology Lab,Staff Turnover Rate,0.556,0.75,minutes,Declining,Below Industry Average
KPI00445,2024-06,Andrology,Average Wait Time,0.602,0.909,count,Declining,Below Industry Average
KPI00446,2024-06,Andrology,Patient Satisfaction Score,0.894,0.88,score,Improving,Above Industry Average
KPI00447,2024-06,Andrology,Equipment Utilization Rate,0.618,0.899,count,Stable,Above Industry Average
KPI00448,2024-06,Andrology,Room Utilization Rate,0.513,0.701,count,Volatile,At Industry Average
KPI00449,2024-06,Andrology,Staff Productivity Score,0.609,0.782,score,Improving,At Industry Average
KPI00450,2024-06,Andrology,Appointment No-Show Rate,0.899,0.798,minutes,Stable,Above Industry Average
KPI00451,2024-06,Andrology,Cost Per Patient,0.842,0.935,score,Volatile,Below Industry Average
